"period_of_date","documentclass_id","budget_id","caption","document_id","close_date","reg_number","main_close_date","main_reg_number","amount_1year","dd_estimate_caption","dd_recipient_caption","kadmr_code","kfsr_code","kcsr_code","kvr_code","dd_purposefulgrant_code","kesr_code","kdr_code","kde_code","kdf_code","dd_grantinvestment_code"
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004440079,2025-07-30 00:00:00.000,"01-39-4694/1",2025-07-02 00:00:00.000,"01-39-4694",232700000.00,,,"911","0502","0520161055","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004440079,2025-07-30 00:00:00.000,"01-39-4694/1",2025-07-02 00:00:00.000,"01-39-4694",0.00,,,"911","0502","0520161055","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004440823,2025-07-29 00:00:00.000,"01-39-4699/1",2025-07-03 00:00:00.000,"01-39-4699",0.00,,,"911","0502","0520161059","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004440823,2025-07-29 00:00:00.000,"01-39-4699/1",2025-07-03 00:00:00.000,"01-39-4699",0.00,,,"911","0502","0520161059","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004447047,2025-08-07 00:00:00.000,"855-08/Д",2025-02-28 00:00:00.000,"855-02/C",154412347.95,,,"939","0409","1320197003","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004447047,2025-08-07 00:00:00.000,"855-08/Д",2025-02-28 00:00:00.000,"855-02/C",0.00,,,"939","0409","1320197003","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004528445,2025-11-26 00:00:00.000,"01-39-4693/1",2025-06-27 00:00:00.000,"01-39-4693",120000000.00,,,"911","0502","052016105В","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004534858,2025-11-13 00:00:00.000,"01-39-4725",2025-11-13 00:00:00.000,"01-39-4725",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004534858,2025-11-13 00:00:00.000,"01-39-4725",2025-11-13 00:00:00.000,"01-39-4725",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004534878,2025-12-03 00:00:00.000,"01-39-7733",2025-12-03 00:00:00.000,"01-39-7733",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004534878,2025-12-03 00:00:00.000,"01-39-7733",2025-12-03 00:00:00.000,"01-39-7733",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004539567,2025-11-14 00:00:00.000,"01-39-4728",2025-11-14 00:00:00.000,"01-39-4728",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004539567,2025-11-14 00:00:00.000,"01-39-4728",2025-11-14 00:00:00.000,"01-39-4728",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004562348,2025-12-04 00:00:00.000,"44/2",2025-10-21 00:00:00.000,"44",0.00,,,"917","0801","0320497501","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004562348,2025-12-04 00:00:00.000,"44/2",2025-10-21 00:00:00.000,"44",300000000.00,,,"917","0801","0320497501","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004572095,2025-12-25 00:00:00.000,"866-12/С",2025-12-25 00:00:00.000,"866-12/С",0.00,,,"939","0409","1320197504","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004572095,2025-12-25 00:00:00.000,"866-12/С",2025-12-25 00:00:00.000,"866-12/С",161600000.00,,,"939","0409","1320197504","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004577048,2025-12-30 00:00:00.000,"01-39-4692/2",2025-06-27 00:00:00.000,"01-39-4692",110185650.00,,,"911","0502","052016105Б","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004597573,2025-12-24 00:00:00.000,"01-39-4723/1",2025-11-10 00:00:00.000,"01-39-4723",151400000.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004597573,2025-12-24 00:00:00.000,"01-39-4723/1",2025-11-10 00:00:00.000,"01-39-4723",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004597573,2025-12-24 00:00:00.000,"01-39-4723/1",2025-11-10 00:00:00.000,"01-39-4723",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004597573,2025-12-24 00:00:00.000,"01-39-4723/1",2025-11-10 00:00:00.000,"01-39-4723",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004597573,2025-12-24 00:00:00.000,"01-39-4723/1",2025-11-10 00:00:00.000,"01-39-4723",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004597999,2025-12-26 00:00:00.000,"01-39-4701/1",2025-07-09 00:00:00.000,"01-39-4701",9000000.00,,,"911","0503","0520197002","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004598101,2025-12-24 00:00:00.000,"01-39-4667-Р",2025-04-14 00:00:00.000,"01-39-4667",9409186.18,,,"911","0503","0520197002","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004598101,2025-12-24 00:00:00.000,"01-39-4667-Р",2025-04-14 00:00:00.000,"01-39-4667",7437662.85,,,"911","0503","0520197002","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004622083,2026-02-13 00:00:00.000,"870-01/С",2026-02-13 00:00:00.000,"870-01/С",220990000.00,,,"939","0409","1320197504","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004660908,2026-02-10 00:00:00.000,"01-39-7778",2026-02-10 00:00:00.000,"01-39-7778",159200000.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659811,2026-02-13 00:00:00.000,"01-39-7792",2026-02-13 00:00:00.000,"01-39-7792",131453610.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659811,2026-02-13 00:00:00.000,"01-39-7792",2026-02-13 00:00:00.000,"01-39-7792",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659815,2026-02-25 00:00:00.000,"01-39-7801",2026-02-25 00:00:00.000,"01-39-7801",0.00,,,"911","0502","0520161057","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659815,2026-02-25 00:00:00.000,"01-39-7801",2026-02-25 00:00:00.000,"01-39-7801",0.00,,,"911","0502","0520161057","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659815,2026-02-25 00:00:00.000,"01-39-7801",2026-02-25 00:00:00.000,"01-39-7801",234450000.00,,,"911","0502","0520161057","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659816,2026-02-25 00:00:00.000,"01-39-7802",2026-02-25 00:00:00.000,"01-39-7802",0.00,,,"911","0502","052016105Ж","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659816,2026-02-25 00:00:00.000,"01-39-7802",2026-02-25 00:00:00.000,"01-39-7802",0.00,,,"911","0502","052016105Ж","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659816,2026-02-25 00:00:00.000,"01-39-7802",2026-02-25 00:00:00.000,"01-39-7802",234450000.00,,,"911","0502","052016105Ж","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659817,2026-02-25 00:00:00.000,"01-39-7800",2026-02-25 00:00:00.000,"01-39-7800",0.00,,,"911","0502","0520161056","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659817,2026-02-25 00:00:00.000,"01-39-7800",2026-02-25 00:00:00.000,"01-39-7800",230000000.00,,,"911","0502","0520161056","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659818,2026-02-17 00:00:00.000,"01-39-7795",2026-02-17 00:00:00.000,"01-39-7795",571400000.00,,,"911","0502","0520161055","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659819,2026-02-24 00:00:00.000,"01-39-7798",2026-02-24 00:00:00.000,"01-39-7798",78400000.00,,,"911","0502","0520161059","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659819,2026-02-24 00:00:00.000,"01-39-7798",2026-02-24 00:00:00.000,"01-39-7798",0.00,,,"911","0502","0520161059","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659820,2026-02-24 00:00:00.000,"01-39-7797",2026-02-24 00:00:00.000,"01-39-7797",0.00,,,"911","0502","052016105А","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004659821,2026-02-24 00:00:00.000,"01-39-7799",2026-02-24 00:00:00.000,"01-39-7799",0.00,,,"911","0502","052016105Г","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004660947,2026-02-26 00:00:00.000,"915-02/С",2026-02-26 00:00:00.000,"915-02/С",191505376.21,,,"939","0409","1320197003","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004661896,2026-02-10 00:00:00.000,"01-39-7779",2026-02-10 00:00:00.000,"01-39-7779",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004661896,2026-02-10 00:00:00.000,"01-39-7779",2026-02-10 00:00:00.000,"01-39-7779",85500000.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004661533,2026-02-12 00:00:00.000,"914-02/С",2026-02-12 00:00:00.000,"914-02/С",289777916.63,,,"939","0408","1320261051","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004661533,2026-02-12 00:00:00.000,"914-02/С",2026-02-12 00:00:00.000,"914-02/С",0.00,,,"939","0408","1320261051","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004661534,2026-02-12 00:00:00.000,"913-02/С",2026-02-12 00:00:00.000,"913-02/С",95000000.00,,,"939","0408","1320261051","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004661535,2026-02-12 00:00:00.000,"912-02/С",2026-02-12 00:00:00.000,"912-02/С",80000000.00,,,"939","0408","1320261051","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004662158,2026-02-10 00:00:00.000,"01-39-7780",2026-02-10 00:00:00.000,"01-39-7780",359849970.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004665733,2026-02-13 00:00:00.000,"01-39-7793",2026-02-13 00:00:00.000,"01-39-7793",111979000.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004665733,2026-02-13 00:00:00.000,"01-39-7793",2026-02-13 00:00:00.000,"01-39-7793",0.00,,,"911","0502","0520197503","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",273,1401000006459,Областной бюджет Амурской области,1211004683357,2026-02-27 00:00:00.000,"01-39-7794/1",2026-02-13 00:00:00.000,"01-39-7794",704600000.00,,,"911","0502","052016105Е","540",,"000","000","000","000",""
"2025-01-01 - 2026-03-01",278,1401000006128,Бюджет города Благовещенска,1211004338668,2025-02-20 00:00:00.000,"1",2024-11-20 00:00:00.000,"2",100584360.32,"01500 - СУБСИДИИ АУ/БУ (объекты капитальных вложений)",управление ЖКХ города Благовещенска,"005","0412","09103S7110","464",ОБ-41,"000","004","0000","000","0000000000000000000000000"
"2025-01-01 - 2026-03-01",278,1401000006128,Бюджет города Благовещенска,1211004338668,2025-02-20 00:00:00.000,"1",2024-11-20 00:00:00.000,"2",139214131.70,"01500 - СУБСИДИИ АУ/БУ (объекты капитальных вложений)",управление ЖКХ города Благовещенска,"005","0412","09103S7110","464",ОБ-41,"000","069","0000","000","0000000000000000000000000"
"2025-01-01 - 2026-03-01",278,1401000006342,Бюджет города Белогорск,1211004513208,2025-10-24 00:00:00.000,"1",2025-10-24 00:00:00.000,"1",0.00,"00160 - 03 - МКУ ""УПРАВЛЕНИЕ ЖКХ АДМИНИСТРАЦИИ Г.БЕЛОГОРСК""","МБУ ""УСЛУГИ""","007","0501","041И267484","461",ОБ-141,"000","000","000","000","600711110"
"2025-01-01 - 2026-03-01",278,1401000006342,Бюджет города Белогорск,1211004513208,2025-10-24 00:00:00.000,"1",2025-10-24 00:00:00.000,"1",401292794.54,"00160 - 03 - МКУ ""УПРАВЛЕНИЕ ЖКХ АДМИНИСТРАЦИИ Г.БЕЛОГОРСК""","МБУ ""УСЛУГИ""","007","0501","041И267483","461",ОБ-140,"000","000","000","000","600711110"
"2025-01-01 - 2026-03-01",278,1401000006342,Бюджет города Белогорск,1211004513208,2025-10-24 00:00:00.000,"1",2025-10-24 00:00:00.000,"1",0.00,"00160 - 03 - МКУ ""УПРАВЛЕНИЕ ЖКХ АДМИНИСТРАЦИИ Г.БЕЛОГОРСК""","МБУ ""УСЛУГИ""","007","0501","041И26748S","461",ОБ-141,"000","000","000","000","600711110"
"2025-01-01 - 2026-03-01",278,1401000006128,Бюджет города Благовещенска,1211004569588,2025-12-08 00:00:00.000,"1",2024-12-25 00:00:00.000,"3",2605018.44,"01700 - СУБСИДИИ АУ/БУ - Управление образования города  Благовещенска",управление образования города,"007","0702","0410240010","465","0","000","087","0000","000","00685"
"2025-01-01 - 2026-03-01",278,1401000006563,Бюджет Благовещенского муниципального округа Амурской области,1211004662271,2026-02-10 00:00:00.000,"2/вет",2025-10-27 00:00:00.000,"1",142308.41,Смета Администрации Благовещенского муниципального округа,"МБУ ""ИЦБМО""","006","0501","081И26748S","461","0","530","000","000","003","006026013"
"2025-01-01 - 2026-03-01",278,1401000006563,Бюджет Благовещенского муниципального округа Амурской области,1211004662271,2026-02-10 00:00:00.000,"2/вет",2025-10-27 00:00:00.000,"1",6315017.33,Смета Администрации Благовещенского муниципального округа,"МБУ ""ИЦБМО""","006","0501","081И267483","461",ОБ-140,"530","000","000","001","006026013"
"2025-01-01 - 2026-03-01",278,1401000006563,Бюджет Благовещенского муниципального округа Амурской области,1211004662271,2026-02-10 00:00:00.000,"2/вет",2025-10-27 00:00:00.000,"1",60326953.15,Смета Администрации Благовещенского муниципального округа,"МБУ ""ИЦБМО""","006","0501","081И267484","461",ОБ-141,"530","000","000","002","006026013"
"2025-01-01 - 2026-03-01",313,1401000006459,Областной бюджет Амурской области,1211004645445,2026-01-28 00:00:00.000,"637",2025-08-20 00:00:00.000,"637",102402899.00,министерство лесного хозяйства и пожарной безопасности Амурской области смета,"ГАУ Амурской области ""Авиабаза""","928","0408","1320211010","462","0","000","983","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004352424,2025-03-13 00:00:00.000,"44/БУ/1",2024-12-17 00:00:00.000,"44/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0801","14204R5767","464","0","000","145","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004354252,2025-03-13 00:00:00.000,"28/БУ/1",2024-12-03 00:00:00.000,"28/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","1220411010","464","0","000","101","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004426497,2025-07-09 00:00:00.000,"30/БУ-2025",2025-07-09 00:00:00.000,"30/БУ-2025",14350.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","0320411010","464","0","000","804","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004406094,2025-06-09 00:00:00.000,"27/БУ/3",2024-12-03 00:00:00.000,"27/БУ",14500000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0906","0620211010","464","0","000","047","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004363147,2025-03-31 00:00:00.000,"1",2025-02-21 00:00:00.000,"41/БИ1",7588283.54,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","175","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004333419,2025-02-12 00:00:00.000,"45/БУ/1.1",2024-12-23 00:00:00.000,"45/БУ",146478951.27,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0412","1020411010","461","0","000","822","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004363471,2025-03-31 00:00:00.000,"1",2025-02-21 00:00:00.000,"41/БИ2",7588283.54,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","176","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006459,Областной бюджет Амурской области,1211004692481,2025-12-26 00:00:00.000,"11/БУ/5",2024-12-03 00:00:00.000,"11/БУ",142223672.52,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0701","07202К7505","464","0","000","148","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004425528,2025-07-07 00:00:00.000,"1",2025-03-05 00:00:00.000,"31/ИБ2",2250000.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Мазановская РБ""","918","0909","0620211010","461","0","000","182","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004351709,2025-03-11 00:00:00.000,"13/БУ-2025",2025-03-11 00:00:00.000,"13/БУ-2025",358175.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1002","0220211010","464","0","000","170","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004408896,2025-06-09 00:00:00.000,"1",2025-02-21 00:00:00.000,"38/БИ2",0.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","178","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356321,2025-03-18 00:00:00.000,"17/БУ/3",2024-12-03 00:00:00.000,"17/БУ",599322.24,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0801","0320411010","464","0","000","805","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004405991,2025-06-05 00:00:00.000,"1",2025-02-21 00:00:00.000,"38/БИ1",3048915.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","177","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341176,2025-02-21 00:00:00.000,"1",2025-01-27 00:00:00.000,"41/БИ",0.00,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","000","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004395363,2025-05-20 00:00:00.000,"1",2025-02-21 00:00:00.000,"39/БИ2",4486346.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","180","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341457,2025-02-24 00:00:00.000,"1",2025-01-28 00:00:00.000,"38/БИ",0.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","000","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341309,2025-02-24 00:00:00.000,"1",2025-01-28 00:00:00.000,"39/БИ",0.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","000","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004342215,2025-03-11 00:00:00.000,"4/БУ/1",2024-11-29 00:00:00.000,"4/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0709","1220111010","464","0","000","129","000","000",""
"2025-01-01 - 2026-03-01",313,1401000006348,Бюджет города Благовещенска,1211004502518,2025-10-14 00:00:00.000,"34-Д1",2025-10-03 00:00:00.000,"34",1600000000.00,Администрация  города Благовещенска,Администрация города Благовещенска,"002","0502","0320161058","812",ОБ-136-3,"000","000","0000","000",""
