"period_of_date","documentclass_id","budget_id","caption","document_id","close_date","reg_number","main_close_date","main_reg_number","amount_1year","dd_estimate_caption","dd_recipient_caption","kadmr_code","kfsr_code","kcsr_code","kvr_code","dd_purposefulgrant_code","kesr_code","kdr_code","kde_code","kdf_code","dd_grantinvestment_code"
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004354252,2025-03-13 00:00:00.000,"28/БУ/1",2024-12-03 00:00:00.000,"28/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","1220411010","464","0","000","101","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004354604,2025-03-14 00:00:00.000,"16/БУ-2025",2025-03-14 00:00:00.000,"16/БУ-2025",136911030.88,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","1220411010","464","0","000","101","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004363147,2025-03-31 00:00:00.000,"1",2025-02-21 00:00:00.000,"41/БИ1",7588283.54,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","175","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356348,2025-03-25 00:00:00.000,"24/БУ/3",2024-12-03 00:00:00.000,"24/БУ",32812227.05,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","159","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004323462,2025-02-06 00:00:00.000,"3/БУ/2025",2025-02-06 00:00:00.000,"3/БУ/2025",4981558.26,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1103","0920111010","464","0","000","013","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004331218,2025-02-13 00:00:00.000,"36/БУ/1",2024-12-04 00:00:00.000,"36/БУ",36300000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","0620211010","464","0","000","111","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356012,2025-03-18 00:00:00.000,"12/БУ/3",2024-12-03 00:00:00.000,"12/БУ",18144700.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0701","07202К8100","464","982410003","000","148","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004329219,2025-02-18 00:00:00.000,"8/БУ/1",2024-12-28 00:00:00.000,"8/БУ",5800000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0901","0620211010","464","0","000","155","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004332012,2025-02-13 00:00:00.000,"11/БУ-2005",2025-02-13 00:00:00.000,"11/БУ-2005",10423762.40,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","061Д153657","464","0","000","112","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356003,2025-03-18 00:00:00.000,"11/БУ/3",2024-12-03 00:00:00.000,"11/БУ",11742749.59,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0701","07202К8100","464","0","000","148","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004333007,2025-02-13 00:00:00.000,"41/бУ/1",2024-12-09 00:00:00.000,"41/БУ",12600000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1002","0220211010","464","0","000","011","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004333419,2025-02-12 00:00:00.000,"45/БУ/1.1",2024-12-23 00:00:00.000,"45/БУ",146478951.27,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0412","1020411010","461","0","000","822","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004355235,2025-03-14 00:00:00.000,"1/БУ/3-2025",2025-02-03 00:00:00.000,"1/БУ-2025",16118928.99,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0801","14204R5767","464","0","000","145","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004363471,2025-03-31 00:00:00.000,"1",2025-02-21 00:00:00.000,"41/БИ2",7588283.54,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","176","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004364940,2025-04-01 00:00:00.000,"9/БУ/1-2025",2025-02-13 00:00:00.000,"9/БУ-2025",42860000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0709","1220111010","464","0","000","129","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004334584,2025-02-13 00:00:00.000,"26/БУ/1",2024-12-03 00:00:00.000,"26/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","0620211010","464","0","000","125","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356476,2025-03-19 00:00:00.000,"31/БУ/3",2024-12-04 00:00:00.000,"31/БУ",7753908.50,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0702","0720111010","464","0","000","149","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356033,2025-03-25 00:00:00.000,"21/БУ/3",2024-12-03 00:00:00.000,"21/БУ",125561574.85,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","156","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004351709,2025-03-11 00:00:00.000,"13/БУ-2025",2025-03-11 00:00:00.000,"13/БУ-2025",358175.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1002","0220211010","464","0","000","170","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004396180,2025-05-26 00:00:00.000,"40/БУ/3",2024-12-09 00:00:00.000,"40/БУ",70281123.60,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1002","0220211010","464","0","000","106","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356321,2025-03-18 00:00:00.000,"17/БУ/3",2024-12-03 00:00:00.000,"17/БУ",599322.24,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0801","0320411010","464","0","000","805","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356731,2025-03-25 00:00:00.000,"19/БУ/5",2024-12-04 00:00:00.000,"19/БУ",20000000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","142","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356318,2025-03-25 00:00:00.000,"22/БУ/3",2024-12-03 00:00:00.000,"22/БУ",53631135.55,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","157","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004356328,2025-03-25 00:00:00.000,"23/БУ/3",2024-12-03 00:00:00.000,"23/БУ",55290298.98,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","158","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004359654,2025-03-27 00:00:00.000,"20/БУ/3",2024-12-04 00:00:00.000,"20/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","143","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004396845,2025-05-21 00:00:00.000,"5/БУ/1-2025",2025-03-04 00:00:00.000,"5/БУ-2025",6265605.90,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0801","0320411010","464","0","000","010","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341176,2025-02-21 00:00:00.000,"1",2025-01-27 00:00:00.000,"41/БИ",0.00,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","000","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004395363,2025-05-20 00:00:00.000,"1",2025-02-21 00:00:00.000,"39/БИ2",4486346.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","180","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341457,2025-02-24 00:00:00.000,"1",2025-01-28 00:00:00.000,"38/БИ",0.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","000","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004370046,2025-04-08 00:00:00.000,"10/БУ/4",2024-11-29 00:00:00.000,"10/БУ",507518640.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0701","0720298100","464","982410003","000","148","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004397532,2025-05-26 00:00:00.000,"42/БУ/3",2024-12-09 00:00:00.000,"42/БУ",700816.61,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1002","0220211010","464","0","000","107","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341251,2025-02-21 00:00:00.000,"38/БИ1",2025-02-21 00:00:00.000,"38/БИ1",3287500.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","177","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341263,2025-02-21 00:00:00.000,"38/БИ2",2025-02-21 00:00:00.000,"38/БИ2",3287500.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","178","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341286,2025-02-21 00:00:00.000,"39/БИ1",2025-02-21 00:00:00.000,"39/БИ1",4575000.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","179","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341309,2025-02-24 00:00:00.000,"1",2025-01-28 00:00:00.000,"39/БИ",0.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","000","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004321406,2025-02-06 00:00:00.000,"2/БУ-2025",2025-02-06 00:00:00.000,"2/БУ-2025",20000000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","14204R5767","464","0","000","172","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004342215,2025-03-11 00:00:00.000,"4/БУ/1",2024-11-29 00:00:00.000,"4/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0709","1220111010","464","0","000","129","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004319198,2025-02-05 00:00:00.000,"33/БУ/1",2024-12-04 00:00:00.000,"33/БУ",26168191.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0702","1220211010","464","0","000","135","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004397861,2025-05-26 00:00:00.000,"7/БУ/2",2024-12-03 00:00:00.000,"7/БУ",16337787.29,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","0620211010","464","0","000","113","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004319399,2025-02-06 00:00:00.000,"32/БУ/1",2024-12-04 00:00:00.000,"32/БУ",37890000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0702","1220211010","464","0","000","124","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004397734,2025-05-26 00:00:00.000,"5/БУ/2",2024-12-03 00:00:00.000,"5/БУ",16680472.61,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","0620211010","464","0","000","112","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004383636,2025-04-24 00:00:00.000,"27/БУ/2",2024-12-03 00:00:00.000,"27/БУ",14500000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0906","0620211010","464","0","000","047","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004370207,2025-04-09 00:00:00.000,"23/БУ-2025",2025-04-09 00:00:00.000,"23/БУ-2025",12997012.61,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1102","09201R1110","464","0","000","863","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004322146,2025-02-06 00:00:00.000,"4/БУ-2025",2025-02-06 00:00:00.000,"4/БУ-2025",60000000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","14204R5767","464","0","000","171","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004349158,2025-03-05 00:00:00.000,"31/БИ1",2025-03-05 00:00:00.000,"31/БИ1",2275000.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Мазановская РБ""","918","0909","0620211010","461","0","000","181","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004349160,2025-03-05 00:00:00.000,"31/ИБ2",2025-03-05 00:00:00.000,"31/ИБ2",2275000.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Мазановская РБ""","918","0909","0620211010","461","0","000","182","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004332259,2025-03-04 00:00:00.000,"12/БУ-2025",2025-03-04 00:00:00.000,"12/БУ-2025",298860227.24,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","061Д153659","464","0","000","012","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004360709,2025-03-24 00:00:00.000,"38/БУ/4",2024-12-11 00:00:00.000,"38/БУ",45202345.36,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0406","0420111630","464","0","000","126","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004352288,2025-03-12 00:00:00.000,"14/БУ-2025",2025-03-12 00:00:00.000,"14/БУ-2025",26585162.83,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1006","021Я451210","464","0","000","070","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004359179,2025-03-24 00:00:00.000,"29/БУ/2",2024-12-03 00:00:00.000,"29/БУ",29900000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","0320411010","464","0","000","137","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004327013,2025-02-13 00:00:00.000,"7/БУ-2025",2025-02-13 00:00:00.000,"7/БУ-2025",60601587.63,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0701","121Я150540","464","0","000","167","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341816,2025-02-25 00:00:00.000,"10/БУ-2025/1",2025-02-10 00:00:00.000,"10/БУ-2025",117.33,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0406","04201R0650","464","0","000","126","000","000",""
"2025-01-01 - 2025-06-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004348923,2025-01-27 00:00:00.000,"1-Р",2025-01-27 00:00:00.000,"1-Р",989649.84,министерство культуры и национальной политики Амурской области смета,"ГАУКАО ""АОДНТ""","917","0801","0320411010","465","0","000","010","000","000",""
