"con_document_id","platezhka_paydate","platezhka_key","platezhka_num","platezhka_amount"
9556667,2025-10-14 00:00:00.000,"1401055631996","849",379586.18
9556667,2025-10-14 00:00:00.000,"1401055632017","850",1695000.26
9556667,2025-10-14 00:00:00.000,"1401055632125","851",404832.90
9556667,2025-10-14 00:00:00.000,"1401055632126","852",1622408.04
9556667,2025-10-14 00:00:00.000,"1401055632127","853",206006.69
9556667,2025-10-14 00:00:00.000,"1401055632131","854",1383798.23
9556667,2025-10-14 00:00:00.000,"1401055632322","855",6393381.26
9556667,2025-10-14 00:00:00.000,"1401055632375","856",265211.17
9556667,2025-10-14 00:00:00.000,"1401055632376","857",620896.48
9556667,2025-10-14 00:00:00.000,"1401055632381","858",475583.15
9556667,2025-10-14 00:00:00.000,"1401055632415","859",490834.46
9556667,2025-10-14 00:00:00.000,"1401055632433","860",1509133.23
9556667,2025-10-14 00:00:00.000,"1401055632434","861",3438270.41
9556667,2025-10-14 00:00:00.000,"1401055632455","862",120260.67
9608706,2025-10-14 00:00:00.000,"1401055631420","834",292375.58
9608706,2025-10-14 00:00:00.000,"1401055631421","835",2420176.01
9608706,2025-10-14 00:00:00.000,"1401055631422","836",666641.81
9608706,2025-10-14 00:00:00.000,"1401055631623","837",50739.08
9608706,2025-10-14 00:00:00.000,"1401055631624","838",18932666.20
9608706,2025-10-14 00:00:00.000,"1401055631630","840",112688.06
9608706,2025-10-14 00:00:00.000,"1401055631631","841",1323745.76
9608706,2025-10-14 00:00:00.000,"1401055631632","842",5199636.30
9608706,2025-10-14 00:00:00.000,"1401055631729","843",82400.18
9608706,2025-10-14 00:00:00.000,"1401055631757","844",240981.17
9608706,2025-10-14 00:00:00.000,"1401055631803","845",300991.74
9608706,2025-10-14 00:00:00.000,"1401055631804","846",623577.81
9608706,2025-10-14 00:00:00.000,"1401055631805","839",59901962.23
9608706,2025-10-14 00:00:00.000,"1401055631807","847",55211.75
9608706,2025-10-14 00:00:00.000,"1401055631810","848",417989.17
9608706,2025-10-14 00:00:00.000,"1401055631996","849",379586.18
9608706,2025-10-14 00:00:00.000,"1401055632017","850",1695000.26
9608706,2025-10-14 00:00:00.000,"1401055632125","851",404832.90
9608706,2025-10-14 00:00:00.000,"1401055632126","852",1622408.04
9608706,2025-10-14 00:00:00.000,"1401055632127","853",206006.69
9608706,2025-10-14 00:00:00.000,"1401055632131","854",1383798.23
9608706,2025-10-14 00:00:00.000,"1401055632322","855",6393381.26
9608706,2025-10-14 00:00:00.000,"1401055632375","856",265211.17
9608706,2025-10-14 00:00:00.000,"1401055632376","857",620896.48
9608706,2025-10-14 00:00:00.000,"1401055632381","858",475583.15
9608706,2025-10-14 00:00:00.000,"1401055632415","859",490834.46
9608706,2025-10-14 00:00:00.000,"1401055632433","860",1509133.23
9608706,2025-10-14 00:00:00.000,"1401055632434","861",3438270.41
9608706,2025-10-14 00:00:00.000,"1401055632455","862",120260.67
9608706,2025-10-28 00:00:00.000,"1401004929297","152",-109626985.98
9617023,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9617023,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9627509,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9627509,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9632387,2025-05-15 00:00:00.000,"1401053980155","1158",2682663.14
9632387,2025-05-15 00:00:00.000,"1401053980156","1159",14842403.30
9632387,2025-05-15 00:00:00.000,"1401053980157","1160",5407890.69
9632387,2025-05-15 00:00:00.000,"1401053981655","1161",59059565.21
9632387,2025-05-15 00:00:00.000,"1401053981656","1162",578210.80
9632387,2025-05-15 00:00:00.000,"1401053981657","1163",9027640.03
9632387,2025-05-15 00:00:00.000,"1401053981658","1164",62903.72
9632387,2025-05-15 00:00:00.000,"1401053981659","1165",3466267.13
9632387,2025-05-15 00:00:00.000,"1401053981660","1166",22105580.90
9632387,2025-05-15 00:00:00.000,"1401053981661","1167",10330527.30
9632387,2025-05-15 00:00:00.000,"1401053981662","1168",630492.59
9632387,2025-06-19 00:00:00.000,"1401054400057","1505",7662647.60
9632387,2025-09-19 00:00:00.000,"1401055366379","2590",16364091.89
9635122,2025-11-13 00:00:00.000,"1401055998116","704",118776000.00
9639249,2025-08-20 00:00:00.000,"1401055046179","345",44622636.12
9639249,2025-10-13 00:00:00.000,"1401055629512","492",1417897.48
9656830,2025-08-20 00:00:00.000,"1401055046179","345",44622636.12
9656830,2025-10-13 00:00:00.000,"1401055629512","492",1417897.48
9678688,2025-11-21 00:00:00.000,"1401056084778","715",57547766.63
9678688,2025-11-21 00:00:00.000,"1401056085718","716",19328577.37
9703934,2025-11-28 00:00:00.000,"1401056166642","475",10235255.32
9720952,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9720952,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9739093,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9739093,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9771310,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9771310,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9771310,2025-12-19 00:00:00.000,"1401056487985","1776",7782.50
9779033,2025-05-15 00:00:00.000,"1401053980155","1158",2682663.14
9779033,2025-05-15 00:00:00.000,"1401053980156","1159",14842403.30
9779033,2025-05-15 00:00:00.000,"1401053980157","1160",5407890.69
9779033,2025-05-15 00:00:00.000,"1401053981655","1161",59059565.21
9779033,2025-05-15 00:00:00.000,"1401053981656","1162",578210.80
9779033,2025-05-15 00:00:00.000,"1401053981657","1163",9027640.03
9779033,2025-05-15 00:00:00.000,"1401053981658","1164",62903.72
9779033,2025-05-15 00:00:00.000,"1401053981659","1165",3466267.13
9779033,2025-05-15 00:00:00.000,"1401053981660","1166",22105580.90
9779033,2025-05-15 00:00:00.000,"1401053981661","1167",10330527.30
9779033,2025-05-15 00:00:00.000,"1401053981662","1168",630492.59
9779033,2025-06-19 00:00:00.000,"1401054400057","1505",7662647.60
9779033,2025-09-19 00:00:00.000,"1401055366379","2590",16364091.89
9779501,2025-08-20 00:00:00.000,"1401055046179","345",44622636.12
9779501,2025-10-13 00:00:00.000,"1401055629512","492",1417897.48
9779501,2025-12-29 00:00:00.000,"1401056668107","695",28321836.24
9797000,2025-12-23 00:00:00.000,"1401056503688","833",232700000.00
9799058,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9799058,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9799058,2025-12-19 00:00:00.000,"1401056487985","1776",7782.50
9799058,2025-12-23 00:00:00.000,"1401056510132","937",987013.17
9799058,2025-12-23 00:00:00.000,"1401056510303","938",3130871.81
9799058,2025-12-23 00:00:00.000,"1401056529303","939",76420.00
9799058,2025-12-23 00:00:00.000,"1401056529304","940",2611024.14
9799058,2025-12-23 00:00:00.000,"1401056529305","941",56302.68
9801748,2025-05-15 00:00:00.000,"1401053980155","1158",2682663.14
9801748,2025-05-15 00:00:00.000,"1401053980156","1159",14842403.30
9801748,2025-05-15 00:00:00.000,"1401053980157","1160",5407890.69
9801748,2025-05-15 00:00:00.000,"1401053981655","1161",59059565.21
9801748,2025-05-15 00:00:00.000,"1401053981656","1162",578210.80
9801748,2025-05-15 00:00:00.000,"1401053981657","1163",9027640.03
9801748,2025-05-15 00:00:00.000,"1401053981658","1164",62903.72
9801748,2025-05-15 00:00:00.000,"1401053981659","1165",3466267.13
9801748,2025-05-15 00:00:00.000,"1401053981660","1166",22105580.90
9801748,2025-05-15 00:00:00.000,"1401053981661","1167",10330527.30
9801748,2025-05-15 00:00:00.000,"1401053981662","1168",630492.59
9801748,2025-06-19 00:00:00.000,"1401054400057","1505",7662647.60
9801748,2025-09-19 00:00:00.000,"1401055366379","2590",16364091.89
9805441,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9805441,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9805441,2025-12-19 00:00:00.000,"1401056487985","1776",7782.50
9805441,2025-12-23 00:00:00.000,"1401056510132","937",987013.17
9805441,2025-12-23 00:00:00.000,"1401056510303","938",3130871.81
9805441,2025-12-23 00:00:00.000,"1401056529303","939",76420.00
9805441,2025-12-23 00:00:00.000,"1401056529304","940",2611024.14
9805441,2025-12-23 00:00:00.000,"1401056529305","941",56302.68
9814203,2025-05-15 00:00:00.000,"1401053980155","1158",2682663.14
9814203,2025-05-15 00:00:00.000,"1401053980156","1159",14842403.30
9814203,2025-05-15 00:00:00.000,"1401053980157","1160",5407890.69
9814203,2025-05-15 00:00:00.000,"1401053981655","1161",59059565.21
9814203,2025-05-15 00:00:00.000,"1401053981656","1162",578210.80
9814203,2025-05-15 00:00:00.000,"1401053981657","1163",9027640.03
9814203,2025-05-15 00:00:00.000,"1401053981658","1164",62903.72
9814203,2025-05-15 00:00:00.000,"1401053981659","1165",3466267.13
9814203,2025-05-15 00:00:00.000,"1401053981660","1166",22105580.90
9814203,2025-05-15 00:00:00.000,"1401053981661","1167",10330527.30
9814203,2025-05-15 00:00:00.000,"1401053981662","1168",630492.59
9814203,2025-06-19 00:00:00.000,"1401054400057","1505",7662647.60
9814203,2025-09-19 00:00:00.000,"1401055366379","2590",16364091.89
9814203,2025-12-29 00:00:00.000,"1401056652361","4087",1861653.83
9814203,2025-12-29 00:00:00.000,"1401056652363","4088",4591394.42
9814203,2025-12-29 00:00:00.000,"1401056652364","4089",8386222.52
9814203,2025-12-29 00:00:00.000,"1401056652366","4090",136420760.48
9814203,2025-12-29 00:00:00.000,"1401056652367","4091",18902631.90
9814203,2025-12-29 00:00:00.000,"1401056652368","4092",5487537.14
9814203,2025-12-29 00:00:00.000,"1401056652369","4093",37312651.19
9814203,2025-12-29 00:00:00.000,"1401056652370","4094",1471149.37
9814203,2025-12-29 00:00:00.000,"1401056652371","4095",549197.29
9820728,2025-10-24 00:00:00.000,"1401055764539","1479",19698460.68
9820728,2025-10-24 00:00:00.000,"1401055764540","1477",28432125.02
9820728,2025-12-19 00:00:00.000,"1401056487985","1776",7782.50
9820728,2025-12-23 00:00:00.000,"1401056510132","937",987013.17
9820728,2025-12-23 00:00:00.000,"1401056510303","938",3130871.81
9820728,2025-12-23 00:00:00.000,"1401056529303","939",76420.00
9820728,2025-12-23 00:00:00.000,"1401056529304","940",2611024.14
9820728,2025-12-23 00:00:00.000,"1401056529305","941",56302.68
9820728,2025-12-29 00:00:00.000,"1401056648689","1795",13881848.05
9820728,2025-12-29 00:00:00.000,"1401056651184","1796",4008025.26
9820728,2025-12-29 00:00:00.000,"1401056652406","1797",1626988.86
9820728,2025-12-29 00:00:00.000,"1401056652807","1798",5966275.66
9823180,2025-12-26 00:00:00.000,"1401056643304","923",142731000.00
9828600,2025-12-19 00:00:00.000,"1401056487749","839",157662.00
9828600,2025-12-19 00:00:00.000,"1401056487763","838",157662.00
9828600,2025-12-19 00:00:00.000,"1401056487775","837",157662.00
9830776,2025-12-19 00:00:00.000,"1401056487749","839",157662.00
9830776,2025-12-19 00:00:00.000,"1401056487763","838",157662.00
9830776,2025-12-19 00:00:00.000,"1401056487775","837",157662.00
9830776,2025-12-30 00:00:00.000,"1401056684427","888",157662.00
9830777,2025-07-23 00:00:00.000,"1401054772681","458",88054900.00
9830777,2025-07-23 00:00:00.000,"1401054772948","457",47634196.73
9830777,2025-07-25 00:00:00.000,"1401054783774","459",12204452.24
9830777,2025-08-01 00:00:00.000,"1401054875336","503",22795895.29
9836121,2025-12-26 00:00:00.000,"1401056643304","923",142731000.00
9836598,2025-11-28 00:00:00.000,"1401056166642","475",10235255.32
9836798,2025-12-23 00:00:00.000,"1401056503688","833",232700000.00
9836941,2025-07-23 00:00:00.000,"1401054772681","458",88054900.00
9836941,2025-07-23 00:00:00.000,"1401054772948","457",47634196.73
9836941,2025-07-25 00:00:00.000,"1401054783774","459",12204452.24
9836941,2025-08-01 00:00:00.000,"1401054875336","503",22795895.29
9836985,2025-05-15 00:00:00.000,"1401053980155","1158",2682663.14
9836985,2025-05-15 00:00:00.000,"1401053980156","1159",14842403.30
9836985,2025-05-15 00:00:00.000,"1401053980157","1160",5407890.69
9836985,2025-05-15 00:00:00.000,"1401053981655","1161",59059565.21
9836985,2025-05-15 00:00:00.000,"1401053981656","1162",578210.80
9836985,2025-05-15 00:00:00.000,"1401053981657","1163",9027640.03
9836985,2025-05-15 00:00:00.000,"1401053981658","1164",62903.72
9836985,2025-05-15 00:00:00.000,"1401053981659","1165",3466267.13
9836985,2025-05-15 00:00:00.000,"1401053981660","1166",22105580.90
9836985,2025-05-15 00:00:00.000,"1401053981661","1167",10330527.30
9836985,2025-05-15 00:00:00.000,"1401053981662","1168",630492.59
9836985,2025-06-19 00:00:00.000,"1401054400057","1505",7662647.60
9836985,2025-09-19 00:00:00.000,"1401055366379","2590",16364091.89
9836985,2025-12-29 00:00:00.000,"1401056652361","4087",1861653.83
9836985,2025-12-29 00:00:00.000,"1401056652363","4088",4591394.42
9836985,2025-12-29 00:00:00.000,"1401056652364","4089",8386222.52
9836985,2025-12-29 00:00:00.000,"1401056652366","4090",136420760.48
9836985,2025-12-29 00:00:00.000,"1401056652367","4091",18902631.90
9836985,2025-12-29 00:00:00.000,"1401056652368","4092",5487537.14
9836985,2025-12-29 00:00:00.000,"1401056652369","4093",37312651.19
9836985,2025-12-29 00:00:00.000,"1401056652370","4094",1471149.37
9836985,2025-12-29 00:00:00.000,"1401056652371","4095",549197.29
9925040,2025-11-28 00:00:00.000,"1401056166642","475",10235255.32
9925040,2026-03-02 00:00:00.000,"1401057166666","65",7253911.92
9925040,2026-03-02 00:00:00.000,"1401057166667","64",4217547.52
9925040,2026-03-02 00:00:00.000,"1401057166668","63",21798777.01
9925040,2026-03-02 00:00:00.000,"1401057166669","62",7963869.26
9925040,2026-03-02 00:00:00.000,"1401057166670","61",2716358.51
9925040,2026-03-02 00:00:00.000,"1401057166671","60",4907965.94
9925040,2026-03-02 00:00:00.000,"1401057166672","59",992121.22
9925040,2026-03-02 00:00:00.000,"1401057166733","58",1389046.97
9925040,2026-03-02 00:00:00.000,"1401057166734","57",1790327.20
9925040,2026-03-02 00:00:00.000,"1401057166735","56",1697724.07
9925040,2026-03-02 00:00:00.000,"1401057166736","55",2423115.26
9925040,2026-03-02 00:00:00.000,"1401057166737","54",14446088.42
9925040,2026-03-02 00:00:00.000,"1401057166738","53",1305704.14
9925040,2026-03-02 00:00:00.000,"1401057166739","52",1776700.74
9925040,2026-03-02 00:00:00.000,"1401057166740","51",882816.52
9925040,2026-03-02 00:00:00.000,"1401057166741","50",58648649.56
9925040,2026-03-02 00:00:00.000,"1401057166742","49",4012802.34
9925040,2026-03-02 00:00:00.000,"1401057166743","48",64822191.62
9925040,2026-03-02 00:00:00.000,"1401057166744","47",8334281.78
9925040,2026-03-03 00:00:00.000,"1401057195477","67",771692.76
9925040,2026-03-03 00:00:00.000,"1401057195479","68",1018634.44
9925040,2026-03-03 00:00:00.000,"1401057195480","69",463015.66
9925040,2026-03-03 00:00:00.000,"1401057195628","70",2407681.40
9925040,2026-03-03 00:00:00.000,"1401057195632","71",2438549.12
9925040,2026-03-03 00:00:00.000,"1401057195643","72",4407255.29
9925040,2026-03-03 00:00:00.000,"1401057197087","66",1863391.36
9944597,2025-08-20 00:00:00.000,"1401055046179","345",44622636.12
9944597,2025-10-13 00:00:00.000,"1401055629512","492",1417897.48
9944597,2025-12-29 00:00:00.000,"1401056668107","695",28321836.24
9945410,2025-12-23 00:00:00.000,"1401056503688","833",232700000.00
9963851,2025-12-19 00:00:00.000,"1401056487749","839",157662.00
9963851,2025-12-19 00:00:00.000,"1401056487763","838",157662.00
9963851,2025-12-19 00:00:00.000,"1401056487775","837",157662.00
9963851,2025-12-30 00:00:00.000,"1401056684427","888",157662.00
9984980,2025-12-26 00:00:00.000,"1401056643304","923",142731000.00
9988679,2025-12-26 00:00:00.000,"1401056643304","923",142731000.00
9990394,2026-04-02 00:00:00.000,"1401057561796","184",1578975.12
9994563,2025-12-26 00:00:00.000,"1401056643304","923",142731000.00
