"period_of_date","documentclass_id","budget_id","caption","document_id","close_date","reg_number","main_close_date","main_reg_number","amount_1year","dd_estimate_caption","dd_recipient_caption","kadmr_code","kfsr_code","kcsr_code","kvr_code","dd_purposefulgrant_code","kesr_code","kdr_code","kde_code","kdf_code","dd_grantinvestment_code"
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004331218,2025-02-13 00:00:00.000,"36/БУ/1",2024-12-04 00:00:00.000,"36/БУ",36300000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","0620211010","464","0","000","111","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004332597,2025-02-13 00:00:00.000,"1/БУ/1-2025",2025-02-03 00:00:00.000,"1/БУ-2025",15491393.50,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0801","14204R5767","464","0","000","145","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004329219,2025-02-18 00:00:00.000,"8/БУ/1",2024-12-28 00:00:00.000,"8/БУ",5800000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0901","0620211010","464","0","000","155","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004332012,2025-02-13 00:00:00.000,"11/БУ-2005",2025-02-13 00:00:00.000,"11/БУ-2005",10423762.40,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","061Д153657","464","0","000","112","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004333007,2025-02-13 00:00:00.000,"41/бУ/1",2024-12-09 00:00:00.000,"41/БУ",12600000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1002","0220211010","464","0","000","011","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004333419,2025-02-12 00:00:00.000,"45/БУ/1.1",2024-12-23 00:00:00.000,"45/БУ",146478951.27,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0412","1020411010","461","0","000","822","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004331533,2025-02-13 00:00:00.000,"27/БУ/1",2024-12-03 00:00:00.000,"27/БУ",14500000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0906","0620211010","464","0","000","047","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004334584,2025-02-13 00:00:00.000,"26/БУ/1",2024-12-03 00:00:00.000,"26/БУ",0.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0902","0620211010","464","0","000","125","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004336011,2025-02-18 00:00:00.000,"40/БУ/1",2024-12-09 00:00:00.000,"40/БУ",50883111.74,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","1002","0220211010","464","0","000","106","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341124,2025-02-21 00:00:00.000,"41/БИ1",2025-02-21 00:00:00.000,"41/БИ1",7590000.00,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","175","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341172,2025-02-21 00:00:00.000,"41/БИ2",2025-02-21 00:00:00.000,"41/БИ2",7590000.00,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","176","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341176,2025-02-21 00:00:00.000,"1",2025-01-27 00:00:00.000,"41/БИ",0.00,министерство здравоохранения Амурской области смета,"ГАУЗ АО ""Тындинская межрайонная больница""","918","0909","0620211010","462","0","000","000","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341457,2025-02-24 00:00:00.000,"1",2025-01-28 00:00:00.000,"38/БИ",0.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","000","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341251,2025-02-21 00:00:00.000,"38/БИ1",2025-02-21 00:00:00.000,"38/БИ1",3287500.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","177","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004316994,2025-02-05 00:00:00.000,"24/БУ/2",2024-12-03 00:00:00.000,"24/БУ",32812227.05,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","159","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004316993,2025-02-05 00:00:00.000,"33/БУ/1",2024-12-03 00:00:00.000,"23/БУ",55290298.98,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","158","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004316991,2025-02-05 00:00:00.000,"21/БУ/2",2024-12-03 00:00:00.000,"21/БУ",125561574.85,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","156","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341263,2025-02-21 00:00:00.000,"38/БИ2",2025-02-21 00:00:00.000,"38/БИ2",3287500.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Серышевская РБ""","918","0909","0620211010","461","0","000","178","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004316992,2025-02-05 00:00:00.000,"22/БУ/2",2024-12-03 00:00:00.000,"22/БУ",53631135.55,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0505","0520311010","464","0","000","157","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341286,2025-02-21 00:00:00.000,"39/БИ1",2025-02-21 00:00:00.000,"39/БИ1",4575000.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","179","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341299,2025-02-21 00:00:00.000,"39/БИ2",2025-02-21 00:00:00.000,"39/БИ2",4575000.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","180","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341309,2025-02-24 00:00:00.000,"1",2025-01-28 00:00:00.000,"39/БИ",0.00,министерство здравоохранения Амурской области смета,"ГБУЗ АО ""Сковородинская ЦРБ""","918","0909","0620211010","461","0","000","000","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004321406,2025-02-06 00:00:00.000,"2/БУ-2025",2025-02-06 00:00:00.000,"2/БУ-2025",20000000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","14204R5767","464","0","000","172","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004319198,2025-02-05 00:00:00.000,"33/БУ/1",2024-12-04 00:00:00.000,"33/БУ",26168191.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0702","1220211010","464","0","000","135","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004319399,2025-02-06 00:00:00.000,"32/БУ/1",2024-12-04 00:00:00.000,"32/БУ",37890000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0702","1220211010","464","0","000","124","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004322146,2025-02-06 00:00:00.000,"4/БУ-2025",2025-02-06 00:00:00.000,"4/БУ-2025",60000000.00,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0703","14204R5767","464","0","000","171","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004333091,2025-02-18 00:00:00.000,"38/БУ/1",2024-12-11 00:00:00.000,"38/БУ",22603458.98,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0406","0420111630","464","0","000","126","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004327013,2025-02-13 00:00:00.000,"7/БУ-2025",2025-02-13 00:00:00.000,"7/БУ-2025",60601587.63,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0701","121Я150540","464","0","000","167","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004341816,2025-02-25 00:00:00.000,"10/БУ-2025/1",2025-02-10 00:00:00.000,"10/БУ-2025",117.33,Министерство строительства и архитектуры Амурской области,"ГБУ АО ""Строитель""","938","0406","04201R0650","464","0","000","126","000","000",""
"2025-01-01 - 2025-03-01",313,1401000006339,!!! НЕ РАБОТАТЬ !!! Областной бюджет Амурской области,1211004348923,2025-01-27 00:00:00.000,"1-Р",2025-01-27 00:00:00.000,"1-Р",989649.84,министерство культуры и национальной политики Амурской области смета,"ГАУКАО ""АОДНТ""","917","0801","0320411010","465","0","000","010","000","000",""
